,Availablility,Furnishing,Gender_requirement,Location,Max_period,Min_period,Price,Short_description,Size,Price_per_month,Average_price_per_month,Postal_code
0,Now,Furnished,Males or females,Leyton (E10),None,2 months,"['£1,000 pcm', '£660 pcm']",2 Large Double Rooms in Gay House in Leyton,2 doubles,"[1000, 660]",830.0,E10
1,23 Dec 2018,Furnished,Males or females,Chiswick Park (W4),None,4 months,['£180 pw'],Modern Double Room in Chiswick Park (C1),Double room,[720],720.0,W4
2,Now,No info,Males or females,Stratford (E15),None,None,"['£650 pcm', '£541 pcm']",Double rooms available in Stratford**All Bills Inc,2 doubles,"[650, 541]",595.5,E15
3,23 Dec 2018,Furnished,Males or females,Shoreditch (E1),None,None,['£800 pcm'],2 Large Double in Shoreditch Bricklane,2 doubles,[800],800.0,E1
4,01 Dec 2018,Furnished,Males or females,Regent's Park (NW1),None,2 months,"['£1,000 pcm']",Double Room Zone 1 near Regents Park,Double room,[1000],1000.0,NW1
5,Now,Furnished,Males or females,Manor Park (E12),None,None,['£375 pcm'],Double room TO LET in Manor Park,Double room,[375],375.0,E12
6,30 Nov 2018,Furnished,No info,Manor House (N4),None,6 months,"['£1,195 pcm (whole property)']",Brand new flat with separate kitchen inc bills,Studio flat,[1195],1195.0,N4
7,Now,Furnished,Males or females,London E3 (E3),None,3 months,['£650 pcm'],ðCheap & Bright Double Room in E3-Zone 2ð,Double room,[650],650.0,E3
8,17 Dec 2018,Furnished,Males or females,London E1 (E1),None,3 months,['£750 pcm'],Stunning Double Room in Liverpool Street Area,Double room,[750],750.0,E1
9,02 Dec 2018,Furnished,Males or females,Canary Wharf (E14),None,3 months,['£650 pcm'],ð¡Special Semi-Double Room in Canary Wharfð¡,Double room,[650],650.0,E14
10,01 Dec 2018,Furnished,No info,London Bridge (SE1),None,6 months,"['£1,650 pcm (whole property)']",Fully furnished 1st floor flat in london bridge.,1 bed flat,[1650],1650.0,SE1
11,06 Dec 2018,Furnished,Males or females,Wood Green (N22),None,3 months,['£625 pcm'],Brand New Double Room in Modern House,Double room,[625],625.0,N22
12,01 Dec 2018,Furnished,Males or females,Old Street (N1),None,6 months,"['£200 pw', '£210 pw', '£225 pw']",3 Bedrooms - Old Street - Furnishd - Bills Incl.,3 doubles,"[800, 840, 900]",846.6666666666666,N1
13,Now,Furnished,Males or females,Streatham (SW16),None,6 months,['£750 pcm'],Large double in friendly houseshare with garden,Double room,[750],750.0,SW16
14,01 Feb 2019,Furnished,Males or females,Earl's Court (SW5),None,12 months,['£625 pcm'],"Cosy, bright room in amazing flat in Earls Court",Single room,[625],625.0,SW5
15,02 Dec 2018,Furnished,Males or females,Custom House (E16),None,3 months,['£550 pcm'],Newly Refurbished Single Bedroom Available To Let,Single room,[550],550.0,E16
16,01 Dec 2018,Furnished,Males or females,Brockley (SE4),1 month,1 month,['£566 pcm'],"Short Term - Small double in clean, stylish flat",Double room,[566],566.0,SE4
17,Now,Furnished,Males or females,Kingsbury (NW9),24 months,6 months,"['£650 pcm', '£500 pcm']",Double Room  To Rent Kingsbury,2 doubles,"[650, 500]",575.0,NW9
18,20 Dec 2018,Furnished,Males or females,Hackney (E9),None,None,['£708 pcm'],The best house family in London,Double room,[708],708.0,E9
19,05 Dec 2018,Furnished,Males or females,London NW1 (NW1),None,6 months,['£250 pw'],Large Double room Warren street NW1,Double room,[1000],1000.0,NW1
20,Now,Furnished,Female preferred,North Finchley (N12),None,None,['£550 pcm'],Beautiful Double Room in Friendly Family Home,Double room,[550],550.0,N12
21,Now,Furnished,Males or females,Stepney Green (E1),None,11 months,['£650 pcm'],Large Double for 650 Mile End,Double room,[650],650.0,E1
22,14 Dec 2018,No info,No info,London NW10 (NW10),None,6 months,['£780 pcm (whole property)'],Great studio in Harlesden,Studio flat,[780],780.0,NW10
23,03 Dec 2018,Furnished,Males or females,Streatham Common (SW16),None,12 months,['£720 pcm'],Beautiful Edwardian rooms - Streatham Common house,Double room,[720],720.0,SW16
24,Now,Furnished,Males or females,Streatham Hill (SW16),None,3 months,['£475 pcm'],#Lovely Single Room#,Double room,[475],475.0,SW16
25,30 Nov 2018,Furnished,Males or females,Wimbledon (SW19),None,3 months,['£650 pcm'],#5 mins wimbledon station double room#,Double room,[650],650.0,SW19
26,Now,Furnished,Males or females,London SW18 (SW18),None,3 months,['£150 pw'],Double Rooms Next to Earlsfield Station,Double room,[600],600.0,SW18
27,07 Dec 2018,Furnished,No info,London NW10 (NW10),None,6 months,['£900 pcm (whole property)'],===Studio flat to let in Neasden/ Wembley===,Studio flat,[900],900.0,NW10
28,Now,Furnished,No info,London NW9 (NW9),None,6 months,['£875 pcm (whole property)'],++ Brand new Studio flat to let in Colindale ++,Studio flat,[875],875.0,NW9
29,Now,Furnished,Males or females,Fulham Broadway (SW6),None,None,"['£300 pw', '£280 pw', '£245 pw']",Luxury New Flat -Fulham- Ensuite & 2 Double Rooms,3 doubles,"[1200, 1120, 980]",1100.0,SW6
30,07 Dec 2018,Furnished,Males or females,Wimbledon (SW19),None,4 months,['£620 pcm'],10 minutes Walk from Morden Tube Station!,Double room,[620],620.0,SW19
31,Now,Furnished,Males or females,Hackney (E5),None,2 months,['£235 pw'],Amazing Double Room ENSUITE**Hackney**4Bed Flat,Double room,[940],940.0,E5
32,31 Dec 2018,Furnished,Males or females,Aldgate East (E1),None,3 months,['£150 pw'],Fantastic Room in Aldgate East Area+All Bill Incld,Double room,[600],600.0,E1
33,20 Dec 2018,Furnished,Males or females,All Saints (E14),None,3 months,['£115 pw'],Fantastic Room with Balcony+All Bill Including,Double room,[460],460.0,E14
34,Now,Furnished,Males or females,Angel (N1),None,3 months,['£910 pcm'],! Lovely Room in Best Location! Angel Area!,Double room,[910],910.0,N1
35,05 Jan 2019,Furnished,Males or females,Bethnal Green (E2),None,None,"['£195 pw', '£195 pw', '£175 pw']","ð¹ Nice Rooms, Perfect Location for You ð¹",3 doubles,"[780, 780, 700]",753.3333333333334,E2
36,03 Jan 2019,Furnished,Males or females,White City (W12),None,3 months,['£758 pcm'],Double Room January*WHITE CITY*Good Location,Double room,[758],758.0,W12
37,04 Dec 2018,Furnished,Males or females,Regent's Park (NW1),None,6 months,"['£270 pw', '£240 pw', '£270 pw', '£230 pw']",Very Beautiful and Luxury Flat in RegentÂ´S Park,4 doubles,"[1080, 960, 1080, 920]",1010.0,NW1
38,Now,Furnished,Males or females,Greenwich (SE10),None,None,"['£169 pw', '£198 pw', '£225 pw', '£245 pw']",ðBEST ROOMS in se10...discount Today...25%off,4 doubles,"[676, 792, 900, 980]",837.0,SE10
39,Now,Furnished,Males or females,Cricklewood (NW2),None,3 months,['£140 pw'],# Double Single use available in Cricklewood!!,Single room,[560],560.0,NW2
40,31 Dec 2018,Furnished,Males or females,Peckham (SE15),None,None,"['£109 pw', '£109 pw', '£129 pw', '£129 pw', '£139 pw', '£139 pw']",Six Lovely Furnished Bedrooms with Spacious Garden,6 doubles,"[436, 436, 516, 516, 556, 556]",502.6666666666667,SE15
41,04 Dec 2018,Furnished,Males or females,Regent's Park (NW1),None,6 months,"['£270 pw', '£240 pw', '£270 pw', '£230 pw']",4 Luxurious DOuble Room in Regent's Park/ NEW FLAT,4 doubles,"[1080, 960, 1080, 920]",1010.0,NW1
42,Now,Furnished,Males or females,Kensal Rise (NW10),None,6 months,"['£865 pcm', '£895 pcm', '£865 pcm', '£865 pcm', '£815 pcm']",">>No Deposit&MonthâS Rent,Move to Kensal Rise<<",5 doubles,"[865, 895, 865, 865, 815]",861.0,NW10
43,Now,Furnished,Males or females,Canary Wharf (E14),None,None,"['£225 pw', '£225 pw']",âï¸ New ; 2 Rooms in Modern Flat Now ! âï¸,2 doubles,"[900, 900]",900.0,E14
44,01 Jan 2019,Furnished,Males or females,London SE7 (SE7),None,6 months,['£700 pcm'],Spacious Double Room,Double room,[700],700.0,SE7
45,15 Dec 2018,Furnished,Males or females,Earl's Court (SW5),None,None,['£265 pw'],En suite double bedroom in speactacular new refurb,Double room,[1060],1060.0,SW5
46,Now,Furnished,Males or females,Hanwell (W7),None,6 months,['£710 pcm'],Big Double Room for 1 or for a Couple.,Double room,[710],710.0,W7
47,14 Dec 2018,Furnished,Males or females,Balham (SW12),None,None,['£695 pcm'],Double rooms to rent in Balham/Clapham area,Double room,[695],695.0,SW12
48,Now,Furnished,Males or females,Old Street (N1),None,12 months,['£710 pcm'],Spacious double room in friendly flat share!,Double room,[710],710.0,N1
49,03 Dec 2018,Furnished,Males or females,Aldgate East (E1),None,3 months,['£170 pw'],Amazing Room in Newly Refurbish Flat@Aldgate East,Double room,[680],680.0,E1
50,Now,Furnished,Males or females,Old Street (E2),None,None,['£159 pw'],Shoreditch/Old Street/Amazing Furnished Bedroom,Double room,[636],636.0,E2
51,Now,Furnished,Males or females,Tufnell Park (N19),None,None,"['£225 pw', '£190 pw']",ð¸ Move Asap ! Central London ! ð¸,2 doubles,"[900, 760]",830.0,N19
52,31 Dec 2018,Furnished,Males or females,Whitechapel (E1),None,3 months,['£130 pw'],Amazing Room in Stepney/Whitechapel+Bill Including,Double room,[520],520.0,E1
53,04 Dec 2018,Furnished,Males or females,Bayswater (W2),None,6 months,"['£370 pw', '£330 pw', '£330 pw', '£260 pw', '£270 pw', '£240 pw']",6 Luxurious Double Room in a New Flat,6 doubles,"[1480, 1320, 1320, 1040, 1080, 960]",1200.0,W2
54,01 Dec 2018,Furnished,Males or females,Mile End (E3),None,None,['£129 pw'],Mile End/Close To Station/Lovely Furnished Bedroom,Single room,[516],516.0,E3
55,Now,Furnished,Males or females,Hendon (NW4),12 months,6 months,['£175 pw'],Lovely En-Suite Room in Hendon,Double room,[700],700.0,NW4
56,16 Dec 2018,Furnished,Males or females,Bow (E3),None,8 months,"['£500 pcm', '£600 pcm']",Double Room To Let,Double room,"[500, 600]",550.0,E3
57,06 Dec 2018,Furnished,Males or females,Wandsworth (SW18),None,6 months,['£645 pcm'],Room to rent in lovely 2 bed flat in Wandsworth,Double room,[645],645.0,SW18
58,01 Dec 2018,Furnished,Males or females,Shoreditch (E2),None,3 months,['£150 pw'],Amazing Room in Shoreditch Area+All Bill Including,Double room,[600],600.0,E2
59,Now,Furnished,Males or females,Westferry (E14),None,3 months,['£120 pw'],Amazing Room in Westferry+Close to Canary Wharf,Single room,[480],480.0,E14
60,Now,Furnished,No info,Holloway (N7),None,6 months,['£780 pcm (whole property)'],Cheapest Studio in Central London!,Studio flat,[780],780.0,N7
61,Now,Furnished,Males or females,Russell Square (WC1),None,None,"['£320 pw', '£270 pw', '£235 pw', '£280 pw']",Stunning HOUSE in Central London,4 doubles,"[1280, 1080, 940, 1120]",1105.0,WC1
62,04 Dec 2018,Furnished,Males or females,Hyde Park (W2),None,6 months,"['£370 pw', '£330 pw', '£330 pw', '£260 pw', '£270 pw', '£240 pw']",Amazing Luxury Flat - Perfect Location Hyde Park,6 doubles,"[1480, 1320, 1320, 1040, 1080, 960]",1200.0,W2
63,20 Dec 2018,Furnished,Males or females,Paddington (W2),12 months,6 months,['£190 pw'],Stunning Bedsit in Paddington,Double room,[760],760.0,W2
64,03 Dec 2018,Furnished,Males or females,King's Cross (WC1),None,None,"['£245 pw', '£320 pw', '£285 pw']",**Luxury New Flat** 4 Rooms / King's Cross,3 doubles,"[980, 1280, 1140]",1133.3333333333333,WC1
65,13 Dec 2018,Furnished,Males or females,Wandsworth (SW18),2 months,None,['£200 pw'],Short Let Doubled Bed  in Wandsworth / Earlsfield,Double room,[800],800.0,SW18
66,18 Dec 2018,Furnished,Males or females,North Acton (W3),None,3 months,['£780 pcm'],Double room in garden house near central line,Double room,[780],780.0,W3
67,Now,Furnished,Female preferred,London E18 (E18),None,3 months,['£104 pw'],"Luxury Single Room, London E18, 19 Mins to Liv St",Single room,[416],416.0,E18
68,01 Dec 2018,Furnished,Males or females,Paddington (W9),None,2 months,"['£200 pw', '£220 pw']",Double Room next to park Near Maida Vale station,2 doubles,"[800, 880]",840.0,W9
69,30 Nov 2018,Furnished,Males or females,Fulham Palace Road (SW6),None,3 months,['£145 pw'],***Fulham-Spacious Amazing Double Room (All Bills,Single room,[580],580.0,SW6
70,Now,Furnished,Males or females,Angel (N1),None,6 months,['£173 pw'],"Islington/Angel 1 Minute to Tube, Large Room",Double room,[692],692.0,N1
71,Now,Furnished,Males or females,Blackhorse Road (E17),12 months,3 months,"['£115 pw', '£125 pw', '£130 pw', '£150 pw', '£185 pw', '£200 pw']",Studio Flat/Ensuite/ Double Rm  Blackhorse Rd St,6 doubles,"[460, 500, 520, 600, 740, 800]",603.3333333333334,E17
72,Now,Furnished,Males or females,Marylebone (W1),None,None,['£265 pw'],Marylebone / Double room in a friendly flatshare,Double room,[1060],1060.0,W1
73,Now,No info,Males or females,Chelsea (SW10),None,None,['£240 pw'],CHELSEA Wonderful room next to the Thames,Double room,[960],960.0,SW10
74,15 Dec 2018,Furnished,Males or females,Leyton (E11),None,3 months,['£160 pw'],Furnished Double room Leyton 694 pcm,Double room,[640],640.0,E11
75,Now,Furnished,Males or females,Seven Sisters Road (N7),None,4 months,['£720 pcm'],Room for Rent in Finsbury Park,Double room,[720],720.0,N7
76,Now,Furnished,Males or females,Hammersmith and Fulham (SW6),None,None,"['£280 pw', '£245 pw']","Imperial Wharf, 2 gorgeous double rooms",2 doubles,"[1120, 980]",1050.0,SW6
77,Now,Furnished,Males or females,Clapham (SW4),None,3 months,['£520 pcm'],Flat in Clapham South,Double room,[520],520.0,SW4
78,Now,Furnished,Males or females,Belgravia (SW1),None,None,['£340 pw'],Sloane Square/Victoria. Bright-Massive room!,Double room,[1360],1360.0,SW1
79,Now,Furnished,Males or females,St John's Wood (NW8),None,None,['£220 pw'],Wonderful room amazing location 5 min from station,Double room,[880],880.0,NW8
80,Now,Furnished,Males or females,Battersea (SW8),None,None,['£250 pw'],Ensuite Available Now in Battersea Brand New Flat,Double room,[1000],1000.0,SW8
81,Now,Furnished,Males or females,South Kensington (SW7),None,None,['£310 pw'],South Ken. Area-beautiful room,Double room,[1240],1240.0,SW7
82,Now,Furnished,Males or females,Hammersmith and Fulham (SW6),None,None,"['£195 pw', '£180 pw']","Hamersmith/Fulham, 2 large double rooms!!",2 doubles,"[780, 720]",750.0,SW6
83,16 Dec 2018,Furnished,Males or females,Battersea (SW8),None,3 months,['£195 pw'],Spacious Flathsare W/Garden | Battersea,Double room,[780],780.0,SW8
84,01 Jan 2019,Furnished,Males or females,London SE7 (SE7),None,6 months,['£700 pcm'],Spacious Double Room,Double room,[700],700.0,SE7
85,05 Dec 2018,Furnished,Males or females,Westminster (SW1),None,None,"['£245 pw', '£305 pw']",Westminster / High Standard New Property,2 doubles,"[980, 1220]",1100.0,SW1
86,Now,Furnished,Males or females,Westminster (SW1),None,None,"['£310 pw', '£275 pw', '£265 pw', '£250 pw']",4x doubles Westminster | Neighbors with the Queen,4 doubles,"[1240, 1100, 1060, 1000]",1100.0,SW1
87,Now,Furnished,Males or females,Baker Street (W1),None,None,['£270 pw'],Baker Street/ Stunning Double Room,Double room,[1080],1080.0,W1
88,Now,Furnished,Males or females,Surrey Quays (SE8),None,6 months,"['£155 pw', '£155 pw']",2 Double Bedrooms in Stunning House - Zone 2,2 doubles,"[620, 620]",620.0,SE8
89,Now,Furnished,Males or females,London SW16 (SW16),None,1 month,['£695 pcm'],No Deposit/All Bills inc Available now,Double room,[695],695.0,SW16
90,Now,Furnished,Males or females,Victoria (SW1),None,3 months,"['£250 pw', '£255 pw', '£275 pw', '£310 pw']","""VICTORIA"" New Luxury Property-En-Suite",4 doubles,"[1000, 1020, 1100, 1240]",1090.0,SW1
91,06 Dec 2018,Furnished,Males or females,Belgravia (SW1),None,6 months,"['£250 pw', '£255 pw', '£305 pw', '£270 pw']",-High Standard New Property-,4 doubles,"[1000, 1020, 1220, 1080]",1080.0,SW1
92,Now,Furnished,Males or females,Camden Town (NW1),None,None,"['£230 pw', '£220 pw']",2 Brand new double rooms in Camden Town!,2 doubles,"[920, 880]",900.0,NW1
93,Now,Furnished,Males or females,King's Cross (WC1),None,None,['£265 pw'],Kings Cross Stunning New Room Available,Double room,[1060],1060.0,WC1
94,Now,Furnished,Males or females,London W14 (W14),None,3 months,['£270 pw'],Spacious Double Room - Hammersmith,Double room,[1080],1080.0,W14
95,05 Dec 2018,Furnished,Males or females,Hyde Park (W2),None,6 months,"['£370 pw', '£330 pw', '£330 pw', '£260 pw', '£270 pw', '£240 pw']",Luxury Flat in Hyde Park with Huge Living Room!,6 doubles,"[1480, 1320, 1320, 1040, 1080, 960]",1200.0,W2
96,03 Dec 2018,Furnished,No info,Aldgate East (E1),None,None,['£250 pw (whole property)'],Aldgate East /Whitechapel Zone 1 Studio flat,1 bed flat,[1000],1000.0,E1
97,04 Dec 2018,Furnished,Males or females,Roehampton (SW15),None,None,['£110 pw'],Luxury Single Room,Single room,[440],440.0,SW15
98,01 Dec 2018,Furnished,Males or females,Shoreditch (E2),None,None,"['£160 pw', '£175 pw']",Food+Drink+Fun= You at a  Lively Nighty Area !!,2 doubles,"[640, 700]",670.0,E2
99,Now,Furnished,Males or females,London SW6 (SW6),None,None,['£290 pw'],Imperial Wharf. Luxury En-suite Brand new Flat,Double room,[1160],1160.0,SW6
100,Now,Furnished,Males or females,Fulham (SW6),None,None,"['£285 pw', '£235 pw']",Chelsea /New property /Ensuite room,2 doubles,"[1140, 940]",1040.0,SW6
101,Now,Furnished,Males or females,Canary Wharf (E14),None,4 months,"['£150 pw', '£165 pw', '£215 pw', '£230 pw']",Absolutely luxury accommodation in Canary Wharf!,4 doubles,"[600, 660, 860, 920]",760.0,E14
102,05 Dec 2018,Furnished,Males or females,Victoria (SW1),None,6 months,"['£250 pw', '£255 pw', '£310 pw', '£275 pw']",Luxury New Flat - Ensuite & 3 Double Rooms - Asap,4 doubles,"[1000, 1020, 1240, 1100]",1090.0,SW1
103,Now,Furnished,Males or females,Clapham Junction (SW11),None,None,"['£220 pw', '£200 pw']","Clapham Junction, 2 large double rooms, all bills!",2 doubles,"[880, 800]",840.0,SW11
104,03 Dec 2018,Furnished,Males or females,King's Cross (WC1),None,6 months,"['£320 pw', '£235 pw', '£260 pw', '£285 pw']",*Luxury Brand New Property*,4 doubles,"[1280, 940, 1040, 1140]",1100.0,WC1
105,Now,Furnished,Males or females,Notting Hill (W10),12 months,6 months,['£280 pw'],Best Brand New Ensuite in North Kensington//Now!!!,Double room,[1120],1120.0,W10
106,Now,Furnished,Males or females,Marylebone (NW8),None,3 months,['£220 pw'],Brand new flat - double room - St Johns Wood,Double room,[880],880.0,NW8
107,19 Dec 2018,Furnished,Males or females,Victoria (SW1),None,None,['£265 pw'],Victoria / Amazing double room,Double room,[1060],1060.0,SW1
108,Now,Furnished,Males or females,Fitzrovia (WC1),None,None,"['£325 pw', '£245 pw']",New Brand Property/Central London,2 doubles,"[1300, 980]",1140.0,WC1
109,Now,Furnished,Males or females,Canary Wharf (E14),None,None,"['£180 pw', '£200 pw', '£215 pw']",ð¥Stunning Double Rooms in Canary Wharfð¥,3 doubles,"[720, 800, 860]",793.3333333333334,E14
110,Now,Furnished,Males or females,London SE15 (SE15),None,9 months,"['£600 pcm', '£625 pcm', '£650 pcm', '£550 pcm']",STUNNING refurbishment - be the 1st to live here!,4 doubles,"[600, 625, 650, 550]",606.25,SE15
111,Now,Furnished,Males or females,Shepherds Bush (W12),None,4 months,['£800 pcm'],Double Room in Shepherd's Bush,Double room,[800],800.0,W12
112,Now,No info,Males or females,Shoreditch (N1),None,None,['£185 pw'],Today Discount for You! Take the Deal with Us,Double room,[740],740.0,N1
113,31 Jan 2019,Furnished,Males or females,Old Street (EC1),None,2 months,['£245 pw'],*Old Street* Amazing Double Room!!,Double room,[980],980.0,EC1
114,Now,Furnished,Males or females,St James's Park (SW1),None,None,"['£245 pw', '£305 pw']",Luxurious 5* building in the heart of Belgravia,2 doubles,"[980, 1220]",1100.0,SW1
115,Now,Furnished,Males or females,Sloane Square (SW1),None,None,"['£260 pw', '£310 pw']",Luxe New Brand Property,2 doubles,"[1040, 1240]",1140.0,SW1
116,01 Dec 2018,Furnished,Males or females,Maida Hill (W9),None,None,['£195 pw'],*Double Room|Living Room|Garden|Maida Vale*,Double room,[780],780.0,W9
117,Now,Furnished,Males or females,Belgravia (SW1),None,None,['£260 pw'],Belgravia Stunning New Room All Inclusive,Double room,[1040],1040.0,SW1
118,Now,Furnished,Males or females,Victoria (SW1),None,None,"['£255 pw', '£250 pw', '£315 pw', '£280 pw']","Victoria/Pimlico, zone 1, brand new 4 bedroom flat",4 doubles,"[1020, 1000, 1260, 1120]",1100.0,SW1
119,05 Dec 2018,Furnished,Males or females,Green Park (SW1),None,6 months,"['£250 pw', '£255 pw', '£310 pw', '£275 pw']",Luxury New Flat - Ensuite & 3 Rooms - Victoria,4 doubles,"[1000, 1020, 1240, 1100]",1090.0,SW1
120,03 Dec 2018,Furnished,Males or females,Marylebone (W1),None,3 months,['£265 pw'],Marylebone - Cozy Double,Double room,[1060],1060.0,W1
121,Now,Furnished,Males or females,Chelsea (SW3),None,None,"['£260 pw', '£310 pw']",New Brand Luxury Property/Sloane Square,2 doubles,"[1040, 1240]",1140.0,SW3
122,Now,No info,Males or females,Canary Wharf (E14),None,None,"['£190 pw', '£210 pw', '£220 pw']",ð¥Stunning Double Rooms in Canary Wharfð¥,3 doubles,"[760, 840, 880]",826.6666666666666,E14
123,Now,No info,Males or females,Stratford (E15),None,None,['£150 pw'],** Huge Double Room in Stratford **,Double room,[600],600.0,E15
124,06 Jan 2019,Furnished,Males or females,Blackwall (E14),None,None,['£230 pw'],ð¦Balcony by river and private toiletð¦,Double room,[920],920.0,E14
125,07 Dec 2018,Furnished,No info,Paddington (W2),None,6 months,['£900 pcm (whole property)'],Studio Flat.Paddington.Glouster Terrace W2,Studio flat,[900],900.0,W2
126,Now,No info,No info,King's Cross (WC1),None,None,['£900 pcm'],"Studio flat, King's Cross, Wicklow Street. WC1X 9J",Double room,[900],900.0,WC1
127,Now,Furnished,Males or females,King's Cross (N1),None,None,['£290 pw'],King's Cross/Massive room with balcony,Double room,[1160],1160.0,N1
128,Now,Furnished,Males or females,Battersea (SW8),None,None,['£255 pw'],"Battersea, amazing room with bathroom!",Double room,[1020],1020.0,SW8
129,05 Dec 2018,Furnished,Males or females,Stratford (E15),None,None,"['£170 pw', '£180 pw', '£150 pw']","Luxury +â¦ So Much More Than Location, Location",Single + 2 doubles,"[680, 720, 600]",666.6666666666666,E15
130,Now,Furnished,Males or females,Bermondsey (SE16),None,3 months,['£210 pw'],Beautiful Flatshare w/Living Room!,Double room,[840],840.0,SE16
131,Now,Furnished,Males or females,Whitechapel (E1),None,None,"['£955 pcm', '£955 pcm']",Beautiful Modern 2 bed property // Zone 1,2 doubles,"[955, 955]",955.0,E1
132,15 Dec 2018,Furnished,Female preferred,Homerton (E9),None,6 months,['£900 pcm'],Double bedroom available in Homerton,Double room,[900],900.0,E9
133,03 Dec 2018,Furnished,Males or females,Willesden Green (NW10),None,3 months,['£170 pw'],"Bright Double Room - Willesden Green, Zone 2",Double room,[680],680.0,NW10
134,Now,Furnished,Males or females,Stockwell (SW8),None,None,"['£215 pw', '£225 pw']",**New Property** 2 Rooms /Stockwell,2 doubles,"[860, 900]",880.0,SW8
135,Now,Furnished,Males or females,Mile End (E3),None,3 months,['£160 pw'],4 Min to the Central Line #Mileend,Double room,[640],640.0,E3
136,13 Dec 2018,No info,Males or females,East Acton (W3),None,6 months,['£735 pcm'],"Big Double in Zone 2, East Acton, Central Line!!!",Double room,[735],735.0,W3
137,Now,Furnished,Males or females,Kensington and Chelsea (SW10),None,None,['£245 pw'],"Fulham, great double room with bathroom!",Double room,[980],980.0,SW10
138,03 Dec 2018,Furnished,Males or females,Battersea (SW11),None,6 months,['£564 pcm'],Lovely Double Room in Battersea,Double room,[564],564.0,SW11
139,02 Jan 2019,Furnished,Males or females,London W11 (W11),None,2 months,"['£235 pw', '£250 pw']",Clean & Bright 2 Double!,2 doubles,"[940, 1000]",970.0,W11
140,18 Dec 2018,Furnished,Males or females,Victoria (SW1),None,None,['£340 pw'],Victoria / Amazing double room,Double room,[1360],1360.0,SW1
141,Now,Furnished,Males or females,Hyde Park (W2),None,6 months,"['£370 pw', '£330 pw', '£330 pw', '£260 pw', '£270 pw', '£240 pw']",Hyde Park / Fantastic & Luxury BRAND NEW Flatshare,6 doubles,"[1480, 1320, 1320, 1040, 1080, 960]",1200.0,W2
142,Now,Furnished,Males or females,Canary Wharf (E14),None,None,['£563 pcm'],"Lime house /Canary W S room ,living room  2TOILETS",Double room,[563],563.0,E14
143,Now,Furnished,Males or females,Tooting Broadway (SW17),2 months,None,"['£600 pcm', '£665 pcm']",Short Let!! 2 Rooms Tooting Broadway! St Georges H,2 doubles,"[600, 665]",632.5,SW17
144,Now,Furnished,Males or females,London SW4 (SW4),None,None,['£225 pw'],Refurbished Property Wonderful Room + Balcony,Double room,[900],900.0,SW4
